,"Tube in -	Petit_Complexe	-	2012.09.27 13:25:11","Tube in -	Petit_Complexe	-	2012.09.27 13:25:03","Tube in -	Petit_Complexe	-	2012.09.27 13:31:05","Tube in -	Petit_Complexe	-	2012.09.27 13:30:56","Tube in -	Petit_Complexe	-	2012.09.27 13:33:33","Tube in -	Petit_Complexe	-	2012.09.27 13:33:26","Tube in -	Petit_Complexe	-	2012.09.27 13:34:47","Tube in -	Petit_Complexe	-	2012.09.27 13:34:40","Tube in -	Petit_Complexe	-	2012.09.27 13:36:44","Tube in -	Petit_Complexe	-	2012.09.27 13:36:38","Tube in -	Petit_Complexe	-	2012.09.27 13:38:28","Tube in -	Petit_Complexe	-	2012.09.27 13:38:20","Tube in -	Petit_Complexe	-	2012.09.27 13:40:55","Tube in -	Petit_Complexe	-	2012.09.27 13:40:48","Tube in -	Petit_Complexe	-	2012.09.27 13:42:10","Tube in -	Petit_Complexe	-	2012.09.27 13:42:03","Tube in -	Petit_Complexe	-	2012.09.27 13:45:51","Tube in -	Petit_Complexe	-	2012.09.27 13:45:45","Tube in -	Petit_Complexe	-	2012.09.27 13:47:51","Tube in -	Petit_Complexe	-	2012.09.27 13:47:43","Tube in -	Petit_Complexe	-	2012.09.27 13:49:10","Tube in -	Petit_Complexe	-	2012.09.27 13:49:03","Tube in -	Petit_Complexe	-	2012.09.27 16:57:15","Tube in -	Petit_Complexe	-	2012.09.27 16:57:09"
Freq,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data
20,21.49909782,29.26205635,17.68929291,18.78041458,14.37970734,9.160975456,12.18351555,13.30174732,13.08782768,13.48315334,13.91398907,15.17433167,14.00448227,15.64266205,19.60334969,20.10028648,23.54116631,10.35231781,20.53943825,14.04081631,22.61266899,21.22764015,24.74946213,18.18572998
20.5,23.20628929,25.16671371,16.8402462,17.7825489,14.06141281,11.83698177,12.74947739,13.45697594,12.91102314,13.29034424,13.95794296,15.33154011,14.29758835,15.59962463,18.99926567,19.56492424,22.02986336,15.77558708,18.429039,8.555287361,20.89495659,19.96201324,23.61112595,17.83734703
21,27.36010742,22.54222488,16.1441288,17.01721954,13.43622971,14.96254253,12.586833,13.16643333,12.54548359,12.87401104,13.73982334,14.98087597,14.13706017,15.10573959,18.39625931,18.81434822,20.57834435,27.81471634,17.42683411,41.10970688,18.97108078,18.41671562,22.53458977,17.40681458
21.5,27.53641701,20.12146759,15.20544052,16.03014183,12.73475742,16.59020233,11.93451691,12.40364361,12.12068653,12.40523052,13.29238319,14.73917866,13.77183342,14.45044613,17.48153114,18.07001495,18.66074181,24.78527832,16.20073318,28.25602341,17.25018501,17.02612686,21.46090126,16.90718842
22,26.28153801,18.5224762,14.58098698,15.43384743,12.27179718,9.399411201,11.526577,12.01677704,12.01080608,12.24214649,13.03102493,14.72541428,13.64726353,14.12514591,16.98487473,17.65703201,17.53627586,25.14754105,15.26787376,25.57478333,16.16255188,16.08081818,20.64226151,16.54949951
22.5,21.95452499,17.66873932,14.19261646,15.00161648,12.07811356,12.25851822,11.41327953,11.95554829,11.93003368,12.12599277,13.05286407,15.00376606,13.51629734,13.82003212,16.61147308,17.31746674,16.85747147,19.5404644,14.79756355,19.38559914,15.63761425,15.64535427,20.23009109,16.44996262
23,19.73244858,16.93394279,14.09876537,14.71367455,11.99343586,13.06907463,11.32040119,11.91714859,12.01923561,12.3034544,13.15581989,15.34320164,13.5918684,13.70325089,16.37385178,17.06332779,16.61387444,19.45813942,14.44943428,18.65626907,15.37859154,15.44424057,19.8387928,16.35009575
23.5,17.32690239,16.59627342,13.99570656,14.47316742,12.06592751,13.0928421,11.4756279,12.08527279,12.35963631,12.55772781,13.3877573,15.80662632,13.92349339,13.88829422,16.14350128,16.79580688,16.51171112,19.30138206,14.45358467,15.54502296,15.26535702,15.37179756,19.60064316,16.3637085
24,14.59772301,16.30872917,13.98622894,14.33655453,12.13023663,12.80080605,11.81962395,12.45248127,12.79783726,12.93442631,13.55519009,16.12950897,14.03797817,13.83302212,16.05134201,16.6648922,16.51221657,18.832201,14.60298538,15.25984764,15.1288147,15.28479576,19.54756737,16.5392704
24.5,17.80815315,16.16202736,14.04739189,14.31404686,12.3403635,13.74467182,12.19740868,12.76812077,13.04985142,13.16449928,13.64472485,16.32148552,14.29281807,13.91956615,16.06113625,16.61766243,16.33279991,14.99638367,14.75677872,14.48198223,15.14414215,15.32943726,19.45510292,16.67788124
25,18.22924042,15.72194672,13.8856535,14.08793831,12.38273907,15.06110477,12.31951046,12.98600864,13.06483078,13.15746689,13.84036541,16.48687744,14.29689789,13.74353504,15.98047829,16.46830368,16.22872925,17.98587608,14.88137627,15.08170128,15.06777954,15.2594614,19.16895866,16.66337204
25.5,18.79037094,15.21317291,13.65438461,13.80783272,12.36725235,14.51190948,12.37110806,13.1206789,13.0821104,13.1632061,13.91237736,16.47605896,14.43762398,13.70908642,15.86863232,16.27323723,15.99051762,20.34718513,14.71457195,16.10924721,14.76096439,14.98546982,18.80934334,16.58877563
26,17.83017921,14.6184473,13.3716898,13.49274158,12.31222153,13.83440208,12.4013834,13.24299908,13.20760441,13.29126072,13.83314323,16.21648216,14.48941422,13.60168076,15.64917564,15.97270203,15.68956852,19.43366623,14.81152725,17.72580147,14.40292263,14.6687746,18.34448051,16.42070198
26.5,14.92881775,14.04702854,12.95977783,13.06350136,12.16522789,15.26542473,12.19149208,13.09704685,13.27055836,13.36414528,13.71166134,15.93875504,14.2146101,13.31444645,15.26097393,15.54929733,15.12410069,14.81263447,14.61690426,11.30939674,14.00072479,14.28633022,17.86678886,16.25014687
27,12.34562969,13.40071487,12.59417629,12.66115665,11.93155479,10.19569492,12.07881641,13.03191853,13.055233,13.15859413,13.52812958,15.54644012,14.00300312,13.02933884,14.69462395,14.91166592,14.60552025,12.86418915,14.38634014,10.8286438,13.53566456,13.8485651,17.31883812,15.99816895
27.5,9.584412575,12.8724966,12.19954681,12.25579166,11.75605583,7.548340797,11.88965988,12.90851307,12.97890949,13.08092403,13.38114166,15.32234955,13.7913847,12.79629517,14.27521229,14.42916584,14.00682068,10.58896923,14.06760693,8.73048687,13.22875786,13.52804947,16.83183098,15.81607437
28,9.445541382,12.44934559,11.93652534,11.9929018,11.68669415,8.492083549,11.93889713,12.92430305,12.92442417,13.04955769,13.31506824,15.18009853,13.53636074,12.55065823,13.91169834,13.99454117,13.59059811,9.354328156,14.07501602,8.880497932,12.96260643,13.26354694,16.45626068,15.7311964
28.5,9.241732597,12.15980053,11.78730106,11.84354305,11.77383995,9.32522583,12.06248856,13.00818539,12.90072632,13.03088093,13.20570469,14.97529316,13.38202667,12.33957672,13.63958263,13.65066814,13.49375343,8.158041,14.08106136,8.660311699,12.86186123,13.13562489,16.15514374,15.69379902
29,8.137218475,12.01366234,11.80477047,11.87057972,12.01212692,12.91386986,12.29143047,13.19649696,12.99672413,13.14042473,13.22872543,14.97835732,13.4677124,12.36415005,13.45508862,13.29187775,13.43059158,9.554614067,14.1681118,8.581446648,12.8968811,13.13366222,16.04913139,15.83438587
29.5,8.34015274,12.02338791,11.80228043,11.87972546,12.28154087,13.24816322,12.71637058,13.51683331,13.25100613,13.43307781,9.32233429,14.84769535,13.49972534,12.34963417,13.3068428,13.12953091,13.47452545,11.87909412,14.44614887,10.35472012,13.14985657,13.34521389,16.00034523,16.0375309
30,11.19049549,11.97423267,12.02995396,12.12563229,12.60335064,13.59856415,13.09542751,13.81132221,13.2984705,13.53867912,15.44184971,14.72402573,13.49740601,12.30956459,13.19869709,12.98186684,13.5163784,14.99777603,14.74525738,19.06337166,13.25906658,13.41766739,15.93164158,16.19804001
30.5,15.80648804,11.91831398,12.13311291,12.24266815,12.88368607,13.86025333,13.38095188,14.01733398,13.22408676,13.5075531,16.29846382,14.42436409,13.319561,12.098032,13.08801365,12.82839012,13.63128757,19.88409042,15.02381802,26.148592,13.46880531,13.59838486,15.88624191,16.34157372
31,17.17975235,11.97987175,12.24707985,12.37875557,13.1223774,14.12282085,13.67039204,14.2157526,13.14262486,13.46887016,15.67738247,14.03545094,13.29709816,12.10408211,13.01294136,12.71629906,13.75438881,23.54313469,15.23353004,30.00263214,13.56486034,13.66508579,15.74644852,16.39336395
31.5,11.40188408,11.95087814,12.39092731,12.54300308,13.25028515,14.0598278,13.59986496,14.11229324,12.82605934,13.20214081,16.63308144,13.53787518,13.10258961,11.97346783,12.92089462,12.59326458,13.68411922,16.57681656,15.65534782,30.4552021,13.88681412,13.96011925,15.5564909,16.28933334
32,11.5270853,11.96968746,12.48301983,12.6814537,13.24866962,13.85229683,13.39822483,13.86951542,12.4162674,12.82630253,18.14043617,13.05328178,12.74677944,11.74646187,12.84646225,12.49493504,13.69411373,25.58254242,15.76364613,33.83001709,14.34519005,14.39113712,15.32923126,16.01758194
32.5,11.41247845,11.81668091,12.62839508,12.94016457,13.51982784,14.03931808,13.60353661,14.0846529,12.38139534,12.81568527,17.57200813,12.78159332,12.79827499,11.81692314,12.90305328,12.54676723,13.92153263,25.40141869,15.70705318,20.15221596,14.51783466,14.51431084,15.15224457,15.75262356
33,14.78910065,12.05493641,12.769701,13.05495834,13.59333992,14.0637722,13.62439251,14.0941782,12.37201214,12.81883621,14.74449635,12.74718475,12.81650257,11.95904827,13.06716251,12.71419716,14.33150673,19.48347092,15.85024548,20.5529213,15.06605434,15.03278542,15.19808102,15.55448055
33.5,10.02245903,11.94940758,12.86663055,13.17914581,13.81105232,14.19673252,13.83655167,14.23032093,12.42199993,12.87013912,10.84395599,12.75135899,12.8124094,12.1935358,13.26787758,12.90128899,14.49155426,12.05790424,16.32353973,15.44683552,15.32283688,15.31894016,15.01487732,15.28415012
34,8.617348671,12.31518936,12.94978333,13.33595276,14.04628372,14.45501423,14.07785606,14.46008778,12.55559444,12.90289974,9.672450066,12.81451511,12.95159721,12.57981491,13.62238598,13.25957394,14.69321728,14.33877277,16.17713928,11.83101845,15.49204922,15.47049904,14.831213,15.03758335
34.5,9.052383423,12.92377377,13.21210194,13.62129211,14.35584068,14.70184708,14.25661659,14.62212467,12.76343536,13.13811111,10.39149475,12.98998928,13.29790306,13.14786339,13.92054558,13.57338333,15.3463726,14.96547794,16.34019852,11.38394356,10.21443462,9.978649139,14.835742,14.9770937
35,9.977379799,13.3329401,13.62216663,13.91816235,14.75843239,15.07177162,14.60484886,14.89743614,13.11044216,13.49667454,11.85617542,13.45993042,13.67387772,13.80940342,14.35478973,13.99647522,15.6780262,15.26801491,16.53532982,10.36461067,12.98082066,12.86616516,14.93295288,15.02851105
35.5,11.98410606,13.7768507,14.03578472,14.29890633,15.16830921,15.46708965,15.17787647,15.33765984,13.45533371,13.88190079,13.50893116,13.86444473,14.3091526,14.58634663,14.9238224,14.56777287,16.33854866,15.92959785,16.85684967,11.17526245,13.33294678,13.0991106,15.15812492,15.20691967
36,13.74352837,14.23143578,14.38574219,14.58619595,15.34740162,15.64383984,15.4766922,15.60791969,13.99215984,14.4196949,13.93723965,14.49705887,14.99379635,15.43654823,15.45833683,15.11817551,16.58724213,16.30534554,16.88936234,15.00944138,17.99478531,18.19127846,15.2807951,15.29788494
36.5,14.18089294,14.62491608,14.6177969,14.87034416,15.60675621,15.86216354,15.62865543,15.69479275,14.29221916,14.72254944,15.80260181,14.76589966,15.22156525,15.70769119,15.96674061,15.69274044,16.71817398,16.53707886,16.77502251,19.07289696,25.00726509,24.95253563,15.63243008,15.503932
37,14.43532085,14.78594875,14.7963562,15.05793667,15.51439476,15.73476601,15.67124462,15.6501112,14.3147068,14.73607254,19.33559799,15.20271111,15.53102875,16.0803566,16.15770149,15.94637966,16.65557289,16.56838226,16.52352142,19.55872536,22.81068039,22.36867905,15.56930065,15.41526413
37.5,14.31339741,14.61313248,14.55765152,14.8145895,15.11594296,15.32924747,15.37380219,15.11518764,14.29832649,14.67093277,17.63455009,15.18596554,15.30945778,15.76401997,16.03022003,15.88274765,16.40392876,16.40902519,16.07243347,22.88430595,21.02316475,20.73734283,15.65019989,15.38817501
38,13.99969578,14.45536327,14.25219822,14.4760828,14.65430069,14.84061337,14.84085655,14.59057617,13.90797234,14.24202538,16.1778965,14.95128345,15.25830841,15.46668243,15.76167011,15.63792515,15.83927345,15.91158295,15.54003429,19.55227852,18.51166725,18.57051277,15.1144886,14.97423077
38.5,13.68079853,14.0797205,13.85600853,14.08837128,14.07323456,14.25175667,14.18544197,13.9149437,13.6125679,13.87175274,14.15210533,14.546278,14.47269154,14.51042747,15.18012238,15.13571739,15.18998814,15.30267525,14.83998775,17.08639908,15.52854633,15.77862549,14.86318016,14.54689503
39,13.20289135,13.66559315,13.37908554,13.56366062,11.41138077,11.13893318,13.6110363,13.21194172,13.34395981,13.54428196,12.44284248,14.01433945,13.92770672,13.84051609,14.55501556,14.53409672,14.50645256,14.64639854,14.27324295,13.21526432,13.18560982,13.23984909,14.30716801,14.16132164
39.5,12.93468857,13.38699818,13.09007931,13.23698807,9.528038025,9.505146027,13.19248295,12.77277184,13.03780937,13.18182087,12.13467026,13.70402241,13.47089195,13.38554573,14.26369667,14.14469147,14.21966171,14.28513527,13.93043327,13.25812626,12.02896404,12.15536022,13.92690182,13.81432629
40,12.77404881,13.1786623,12.9448204,13.07073593,9.558234215,9.859507561,13.01075554,12.53291988,12.98412704,13.07048798,11.89469433,13.57688904,13.27302265,13.20753765,13.93117523,13.81663036,13.92931271,14.0559063,13.70445347,13.729249,12.24983883,12.34329796,13.69909286,13.61301613
40.5,12.76026726,13.16699123,12.91822052,13.01007938,11.19283772,11.71019268,12.94144249,12.47284794,13.09885311,13.12571239,12.14693451,13.51617432,13.07140636,12.98731327,13.87489033,13.71398163,13.88881874,13.91885376,13.70959473,13.91482544,12.34387207,12.46615601,13.5631609,13.4876833
41,12.86877918,13.25638199,12.97537899,13.03736496,13.46741199,13.95375156,13.126441,12.71000767,13.26595497,13.21562862,13.23884583,13.5654726,13.12748146,13.08788681,13.88453674,13.71117592,14.20033646,14.15512466,13.8858242,14.56961632,16.59800148,16.31355667,13.54524422,13.48063183
41.5,13.04117489,13.42156601,13.17171669,13.20423794,15.47987747,15.78678989,13.30258656,13.00015831,13.60547352,13.47897148,15.63123035,13.8711834,13.43814468,13.3743906,13.92920971,13.73661613,14.46195221,14.34148026,13.99978352,16.99878693,19.47019196,19.04520416,13.74548435,13.67049503
42,13.35091782,13.60815525,13.30175591,13.26388264,16.60306358,16.28118896,13.52498817,13.33251381,13.97038555,13.82364845,16.54089355,14.06454754,13.59812069,13.44247913,13.99748516,13.7939415,14.60453415,14.46899605,14.36966801,17.9788475,19.44302559,19.16320801,14.0345459,13.94508076
42.5,13.37536049,13.59973049,13.37913036,13.29393673,17.56457901,18.71035194,13.48505974,13.53017902,14.125597,13.96434689,17.58924866,14.08256817,13.69957066,13.49607182,14.07918262,13.86618805,14.74859142,14.62661076,14.38650131,17.12519836,18.50542068,18.33142281,14.17606926,14.05335045
43,13.14610958,13.35509586,13.17868042,13.06217575,17.02451134,18.78092384,13.04801178,13.37895298,13.89023304,13.72507095,16.68300056,13.99024963,13.5960474,13.45177078,13.88848782,13.68688965,14.5344696,14.40317345,14.01126766,19.70528221,17.0298996,17.1615448,14.02955151,13.91564369
43.5,12.76933098,12.9479599,12.77951241,12.67022514,14.49622917,15.26261806,12.82037354,12.87073517,13.53475761,13.35304356,15.27011681,13.61352634,13.50029182,13.32321453,13.49609661,13.30596828,13.99953747,13.95372391,14.01139069,15.84338856,15.37028694,15.67382336,13.57696533,13.53046513
44,12.31767559,12.47257996,12.59126568,12.48347759,12.66932774,12.88123322,12.62408257,12.69494724,13.32963371,13.16220951,12.98013878,13.2134819,13.2274847,13.02254963,13.22412777,13.02079964,13.77125549,13.72993851,13.34110546,12.99544144,13.69812202,13.83552933,13.43887424,13.39743042
44.5,12.08119678,12.18673897,12.20192719,12.1161375,12.28205013,12.41123199,12.54630184,12.63556576,9.924061775,10.03978062,12.60649967,12.78793716,12.93715572,12.68907356,12.82547092,12.60942459,13.59166336,13.56058216,13.1712265,9.134613037,10.63210297,10.69688892,13.04486275,13.05115128
45,11.74170017,11.8411026,11.8343277,11.81518269,11.84097481,11.94233704,12.15942287,12.25938797,9.324198723,9.71979332,12.20076561,12.33165932,12.59313583,12.32791328,12.47806931,12.25045681,13.1681385,13.15241432,13.02180672,8.96035862,9.058524132,9.173200607,12.72874641,12.74772549
45.5,11.39185715,11.48070812,11.48363781,11.52867317,11.55276394,11.65344238,11.79822636,11.86091328,9.52093792,9.032675743,11.88449383,12.10717869,12.43658066,12.15561295,12.1027813,11.98711967,12.67148018,12.66092968,12.61590195,12.52745056,12.23565102,12.22934723,12.47263622,12.4963007
46,11.28643513,11.376647,11.42136955,11.51245403,11.51821899,11.6244297,11.72233582,11.78896427,9.424610138,8.281089783,11.82459545,12.10061455,12.40311623,12.13666248,11.96257782,11.87828636,12.6120472,12.56894588,12.47535419,12.32143593,12.13204956,12.09587479,12.36449814,12.38785553
46.5,11.37494946,11.45831871,11.50299644,11.55596352,11.65884495,11.76465321,11.83491611,11.86177254,9.93231678,9.108365059,11.86371517,12.17578316,12.44889545,12.18584919,11.91186047,11.84801006,12.71932507,12.65777302,12.50345802,12.2710638,12.15073109,12.10631847,12.3996315,12.4209156
47,11.45467377,11.54038715,11.72287369,11.68455887,11.90760612,11.98336411,12.01545429,12.02177906,11.33825779,11.46477509,12.00640678,12.32675838,12.66716003,12.37763309,12.03311729,11.97326469,12.93131351,12.89331818,12.55892181,12.22071457,12.30315304,12.24762249,12.42122269,12.44003677
47.5,11.64321327,11.77308273,11.94303608,11.88658524,12.26127052,12.29558277,12.35778141,12.33035374,14.49416161,14.55316353,12.1779995,12.49646664,12.95337486,12.6667223,12.08697605,12.05923748,13.08969784,13.07148647,12.81898212,12.36914921,12.43159389,12.38158417,12.52096462,12.5320425
48,11.72614098,11.91683102,12.20621395,12.03577328,12.50182438,12.47794247,12.65424538,12.60532665,15.87317467,16.05891228,12.15442181,12.43733311,12.95213223,12.64821815,12.20407486,12.19967556,13.21706676,13.25826073,12.91526318,12.48299026,12.54660416,12.50876045,12.58671474,12.58312416
48.5,11.69459438,11.97471714,12.31355572,12.1713829,12.67384148,12.60641575,12.72427082,12.68436146,15.89576054,16.06307602,12.12620068,12.33908176,13.01005459,12.70640278,12.33479309,12.34773064,13.13091469,13.23829365,12.91945267,12.44666576,12.74788094,12.71598244,12.53275871,12.50562572
49,11.73033142,11.77545452,12.12964249,12.00974751,12.50692844,12.40511513,12.5194273,12.581604,15.09302998,15.25440598,12.15123749,12.31368446,12.80019569,12.46526432,12.2885046,12.31739616,13.07499886,13.21127415,12.80399513,12.3361845,12.60090065,12.55115795,12.33261776,12.2855072
49.5,11.51216316,11.53704166,11.89977741,11.80282688,12.30011177,12.17850971,12.27898407,12.36659622,13.38572216,13.73282242,11.92475224,12.03888702,12.71907425,12.40482712,12.11922741,12.16732788,12.79713345,12.9565897,12.49516869,12.02208328,12.29395485,12.25912285,12.08836842,12.02701187
50,11.24570179,11.26048946,11.61891365,11.54381466,12.02651787,11.88730431,11.96893215,12.0887804,11.57968998,11.18065739,11.67939854,11.72677612,12.40354633,12.1407423,11.87614346,11.9447403,12.46256542,12.64535236,12.46234798,12.01714897,11.97218513,11.95621014,11.80977917,11.73524475
50.5,11.02859211,11.02373314,11.30411243,11.25261974,11.69682026,11.55695343,11.57838154,11.67967987,11.31569576,11.33204842,11.46521091,11.48630238,12.02169037,11.85380077,11.60212517,11.702034,12.11159325,12.28900909,12.07186317,11.7351532,11.69906425,11.67597961,11.55587769,11.47676468
51,10.83536625,10.81612778,11.12467003,11.0782938,11.45379162,11.32544613,11.39748764,11.50421715,11.01639366,11.02933788,11.30887604,11.33932781,11.85852337,11.71241856,11.40200043,11.49146175,11.85846519,12.03068542,11.85216522,11.61541939,11.5340004,11.51327324,11.32282925,11.22652626
51.5,10.80004787,10.7722168,11.02844715,11.00864601,11.39727783,11.29087925,11.24154282,11.33065891,11.01026821,11.01557541,11.29994392,11.39218998,11.72217846,11.65035439,11.4002533,11.48478413,11.71447754,11.86925125,11.7553339,11.641222,11.5512085,11.5216589,11.1997633,11.09511471
52,10.89931107,10.86007786,11.1304636,11.12188721,11.47096729,11.38212681,11.33438015,11.36359501,11.0940733,11.10461044,11.37605572,11.50876999,11.65764523,11.62469959,11.47472477,11.53792763,11.81703281,11.94355965,11.88727474,11.78709984,11.57292652,11.55718803,11.17525864,11.05428219
52.5,11.12037945,11.08365059,11.31671333,11.3099308,11.65762138,11.58637524,11.47043228,11.51399803,11.29553127,11.2945137,11.47431087,11.65229225,11.76913452,11.74783707,11.67672253,11.70380592,12.06283855,12.19064236,11.91837311,11.90281105,11.7717514,11.74044228,11.25245667,11.10720444
53,11.37765789,11.38057327,11.56770134,11.56462669,11.88270569,11.81517506,11.70325756,11.74932384,11.60216522,11.60799694,11.7061224,11.92947197,12.02277184,12.02900219,11.85100746,11.83290863,12.19799232,12.33561897,12.04648876,12.09381771,12.02851868,11.99367809,11.41131687,11.255867
53.5,11.62403107,11.66208649,11.74178791,11.7267313,12.02667236,11.96166229,11.9463501,11.95633316,11.89427662,11.91592598,11.89144135,12.07355976,12.05623722,12.06714725,11.97571945,12.04844856,12.3830061,12.52207088,12.14386559,12.22695541,12.17761612,12.15052891,11.52993965,11.38355923
54,11.65871906,11.74779034,11.92827702,11.89017391,12.09218693,12.03383541,12.00972366,12.05240345,11.93233395,11.97183037,11.98905182,12.14421558,12.03433514,12.03425407,12.01704121,12.07620907,12.48434353,12.66223907,12.12141418,12.25648022,12.07329082,12.06575584,11.58633614,11.45457745
54.5,11.54232121,11.71854973,11.77847862,11.70730591,11.9787569,11.9411869,11.93472958,11.99370575,11.86644363,11.90616798,11.94681454,11.99406242,11.82825184,11.81201458,11.94779396,12.00602341,12.40886688,12.60806561,11.96092892,12.13819695,11.94639683,11.9624548,11.58053303,11.48378944
55,11.53488922,11.58151913,11.56881237,11.47828579,11.74337292,11.73955154,11.73258495,11.79916763,11.69279003,11.73108959,11.74294376,11.74200821,11.74027634,11.70562744,11.72319603,11.7797451,12.14955616,12.34191895,11.65750408,11.86811161,11.64621067,11.68650723,11.41585064,11.3864193
55.5,11.15363503,11.19474888,11.27502632,11.16678238,11.38217545,11.30942917,11.28825665,11.36367702,11.32177448,11.36346245,11.4558382,11.4281435,11.34620953,11.29628372,11.40088177,11.44729424,11.71030426,11.88312817,11.50307846,11.73532486,11.45092964,11.50388145,11.16818619,11.17380905
56,10.82007122,10.854949,10.92835236,10.81552315,10.9744997,10.91628933,10.91480446,10.97871304,11.01227283,11.03994274,11.12567997,11.09460068,10.96964455,10.92689896,11.05712795,11.09783936,11.37662506,11.52770996,11.04843521,11.31047821,11.15007877,11.2016201,10.8806963,10.91324615
56.5,10.56055069,10.60554028,10.66909504,10.55365849,10.66219044,10.61314774,10.65709782,10.71241951,10.78658581,10.78796196,10.81640148,10.81905556,10.76778984,10.7084446,10.79924488,10.84698963,11.0323534,11.14756393,10.78613853,11.08725739,10.81253529,10.86663246,10.64934921,10.70872688
57,10.40151405,10.44145966,10.51561832,10.39468288,10.45923138,10.43718147,10.51793194,10.57074928,10.63592434,10.61202145,10.6436882,10.66514015,10.63256454,10.58026505,10.60676575,10.64504051,10.88927269,10.95939636,10.6225214,10.95201015,10.68840885,10.74983501,10.46883106,10.54346943
57.5,10.31868172,10.35579014,10.47334862,10.34941864,10.41167068,10.41067219,10.4856329,10.51419067,10.5819273,10.51495171,10.57412243,10.62240314,10.55711937,10.59430313,10.57823753,10.60742092,10.8538866,10.88716793,10.63184452,10.9946146,10.59070206,10.64878178,10.32480431,10.41226006
58,10.35836983,10.38024426,10.47046471,10.33967018,10.45735264,10.47646236,10.53890514,10.55103493,10.63220119,10.51594734,10.52419949,10.60215569,10.66169643,10.72893047,10.67819405,10.69611645,10.96901417,10.9701252,10.63603783,11.03606319,10.67268944,10.70793915,10.265378,10.35942078
58.5,10.51224709,10.53538895,10.59679222,10.46148968,10.57952309,10.5966053,10.67156219,10.65233707,10.70010662,10.64384937,10.65503979,10.75594807,10.88502407,10.96820641,10.74058628,10.768857,11.07407761,11.0478363,10.72880745,11.15274239,10.9077673,10.92760086,10.28757858,10.39141941
59,10.69795895,10.7069931,10.73825359,10.59293461,10.77696419,10.78108406,10.90764713,10.87014198,10.87184525,10.82646942,10.82927704,10.93161869,11.05243874,11.1387825,10.92062855,10.94667244,11.22743607,11.17273426,10.99211502,11.38791943,11.13958931,11.15993023,10.34477615,10.44850254
59.5,10.84777737,10.84778023,10.87586117,10.71560192,10.9765749,10.96134758,11.07344627,11.04910946,10.98706627,10.953228,10.92820263,11.00881863,11.19408035,11.27147484,11.10451221,11.11774826,11.47318077,11.41492558,11.10946655,11.5234623,11.19322968,11.21732521,10.40037441,10.49409199
60,10.83873367,10.85027695,10.89719582,10.71658325,11.01449108,10.97761631,11.07922554,11.06442261,11.02332115,11.00491333,10.99568081,11.00419331,11.25197506,11.3030262,11.20928669,11.22022343,11.46560383,11.41300201,11.10197258,11.45119476,11.33697319,11.35683441,10.40656471,10.47745132
60.5,10.68717575,10.71103287,10.81195259,10.61235428,10.97235203,10.92456055,10.9773407,10.99562359,10.87172413,10.86230659,10.90577412,10.88069057,11.25585842,11.27333069,11.14553547,11.15580368,11.32149982,11.27278805,11.01083946,11.26560879,11.25393867,11.28798676,10.38044453,10.42069817
61,10.48030853,10.51587963,10.64254093,10.43068123,10.74136734,10.68628311,10.82161331,10.841609,10.64932823,10.65706825,10.75547981,10.69896984,11.03278065,11.03748989,10.9525032,10.95928001,11.12233543,11.08055592,10.86021614,11.04119968,11.09884357,11.14275742,10.23704243,10.23104668
61.5,10.20109653,10.26435757,10.3328495,10.1343298,10.44824791,10.39506626,10.46672058,10.50934315,10.37868309,10.39408493,10.49584007,10.44076347,10.75310326,10.74072742,10.69844437,10.70647717,10.88886833,10.86014557,10.59848404,10.69227982,10.81797981,10.85439205,10.01323509,9.974147797
62,9.917927742,10.00327873,10.08482933,9.894914627,10.18958092,10.1321516,10.17502117,10.23484612,10.1009903,10.12065792,10.17984581,10.19022751,10.48980808,10.43240738,10.40579319,10.43307781,10.59713268,10.57828617,10.42882252,10.40585613,10.58111095,10.59516716,9.79577446,9.72386837
62.5,9.72059536,9.767850876,9.861059189,9.710637093,9.935554504,9.907346725,10.00607109,9.970700264,9.905405045,9.922340393,10.01907444,10.00426292,10.2342453,10.2571888,10.16491127,10.18279362,10.33368874,10.32256889,10.22932816,10.23072052,10.41272449,10.437994,9.598678589,9.545438766
63,9.622587204,9.664896965,9.72808075,9.607169151,9.814538956,9.80618,9.894872665,9.837287903,9.789726257,9.803996086,9.889309883,9.910615921,10.11707973,10.14478683,10.06630039,10.07138824,10.21884823,10.21140575,10.16676426,10.12428284,10.24618626,10.26325512,9.471984863,9.414901733
63.5,9.594275475,9.626935005,9.706134796,9.611671448,9.767180443,9.773302078,9.867668152,9.77986145,9.763092041,9.77439785,9.854169846,9.920363426,10.07450771,10.09552956,10.0613184,10.05301666,10.21872616,10.22497749,10.12240124,10.01981163,10.23825645,10.23925781,9.400242805,9.338843346
64,9.650923729,9.671341896,9.754449844,9.672982216,9.779140472,9.799899101,9.883464813,9.780567169,9.838028908,9.848136902,9.865245819,9.981438637,10.12549782,10.14518356,10.07986259,10.08001614,10.19343948,10.23897648,10.10452366,10.07967377,10.33935356,10.32631397,9.405341148,9.344810486
