,"Tube in -	Petit_Complexe	-	2012.09.27 13:25:11","Tube in -	Petit_Complexe	-	2012.09.27 13:25:03","Tube in -	Petit_Complexe	-	2012.09.27 13:31:05","Tube in -	Petit_Complexe	-	2012.09.27 13:30:56","Tube in -	Petit_Complexe	-	2012.09.27 13:33:33","Tube in -	Petit_Complexe	-	2012.09.27 13:33:26","Tube in -	Petit_Complexe	-	2012.09.27 13:34:47","Tube in -	Petit_Complexe	-	2012.09.27 13:34:40","Tube in -	Petit_Complexe	-	2012.09.27 13:36:44","Tube in -	Petit_Complexe	-	2012.09.27 13:36:38","Tube in -	Petit_Complexe	-	2012.09.27 13:38:28","Tube in -	Petit_Complexe	-	2012.09.27 13:38:20","Tube in -	Petit_Complexe	-	2012.09.27 13:40:55","Tube in -	Petit_Complexe	-	2012.09.27 13:40:48","Tube in -	Petit_Complexe	-	2012.09.27 13:42:10","Tube in -	Petit_Complexe	-	2012.09.27 13:42:03","Tube in -	Petit_Complexe	-	2012.09.27 13:45:51","Tube in -	Petit_Complexe	-	2012.09.27 13:45:45","Tube in -	Petit_Complexe	-	2012.09.27 13:47:51","Tube in -	Petit_Complexe	-	2012.09.27 13:47:43","Tube in -	Petit_Complexe	-	2012.09.27 13:49:10","Tube in -	Petit_Complexe	-	2012.09.27 13:49:03","Tube in -	Petit_Complexe	-	2012.09.27 16:57:15","Tube in -	Petit_Complexe	-	2012.09.27 16:57:09"
Freq,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data
4419,2.327350855,2.356354237,1.557423115,1.567480564,1.140376687,1.137082815,0.921905577,0.941356122,0.66417706,0.680027664,0.535016894,0.525022686,0.294142544,0.300602019,0.125869662,0.126542419,0.20789589,0.208194554,0.723405957,0.715415776,1.9777385,1.970636606,3.128075123,3.160792351
4419.5,2.336390018,2.365564823,1.561782837,1.571767688,1.14367938,1.140010357,0.92430681,0.944048345,0.666424394,0.682272136,0.537299693,0.527506173,0.296396881,0.302876979,0.127629369,0.128199905,0.204863951,0.205513254,0.71852237,0.710725904,1.964579105,1.957297206,3.146256447,3.179407597
4420,2.346556664,2.375985384,1.567185402,1.5769521,1.147488594,1.143687487,0.927348733,0.947342336,0.669220269,0.685299516,0.540020645,0.530352473,0.298777044,0.305346757,0.129599229,0.130027458,0.202349737,0.202829689,0.714341998,0.706523776,1.952854872,1.945463061,3.163584948,3.196450472
4420.5,2.358714342,2.388265133,1.573444009,1.583179951,1.152507901,1.148450494,0.93089062,0.951184571,0.672406971,0.688605905,0.543191493,0.533385634,0.301315337,0.308031857,0.131453097,0.131901026,0.199865147,0.200307563,0.710063398,0.702319443,1.942144752,1.934388518,3.180450439,3.215291262
4421,2.367144346,2.39689064,1.577756524,1.587039351,1.155615807,1.151113153,0.933474004,0.953395367,0.674807012,0.690852642,0.545270622,0.535650134,0.303768396,0.310264409,0.133170784,0.133616135,0.196899965,0.197426215,0.705313742,0.69756186,1.92893672,1.92112565,3.198698044,3.233841419
4421.5,2.378256798,2.408173084,1.583248734,1.592426419,1.160115719,1.154998302,0.936848819,0.956606984,0.67786926,0.693811476,0.547852516,0.537969053,0.306085497,0.312767208,0.134984523,0.135768771,0.194509655,0.195098534,0.701532423,0.693278134,1.917860627,1.910380483,3.21696496,3.251783371
4422,2.390341282,2.420171022,1.589198112,1.59863472,1.165006518,1.159514546,0.940603197,0.96035862,0.681230307,0.696680367,0.550636709,0.541127563,0.30874607,0.315596938,0.136882246,0.137431547,0.191764057,0.192819491,0.697828889,0.689533591,1.907008052,1.899336219,3.234387875,3.270704031
4422.5,2.399194002,2.429210663,1.593568206,1.602804899,1.168129921,1.16193831,0.943118036,0.962714911,0.683501542,0.699025393,0.552659333,0.543397486,0.31115514,0.317659825,0.138886407,0.139159381,0.189320117,0.190383852,0.693095624,0.685035169,1.894214988,1.88685596,3.253627062,3.289988518
4423,2.410188437,2.44041276,1.599239945,1.608627558,1.172658324,1.166136026,0.946592867,0.966250062,0.6866979,0.702165425,0.555719256,0.546323776,0.313979,0.320364684,0.140730262,0.140611783,0.186555773,0.187670082,0.689077437,0.680994511,1.883287072,1.876075983,3.271986246,3.308205366
4423.5,2.422633648,2.452789307,1.605292916,1.614760756,1.177150965,1.170875788,0.950311005,0.970061243,0.689906001,0.705382764,0.558627248,0.549255729,0.316709012,0.323491454,0.14293614,0.142632276,0.184200943,0.185209557,0.685212553,0.677056134,1.872907043,1.865423799,3.290465117,3.327695131
4424,2.430954456,2.461216688,1.609444857,1.618883252,1.179897189,1.17367208,0.952839255,0.972478449,0.692586899,0.707558811,0.560882628,0.551412046,0.318976492,0.325623304,0.145183668,0.144336209,0.181282327,0.182829902,0.680499971,0.672572613,1.860242128,1.852951527,3.309954166,3.346887112
4424.5,2.443460226,2.473787069,1.615193248,1.624747157,1.184739232,1.178223133,0.956779003,0.97645098,0.695790946,0.710587621,0.56412518,0.554396451,0.321699858,0.32846868,0.147455424,0.146219358,0.178708091,0.180428356,0.67628181,0.668454468,1.850417495,1.842470765,3.329245567,3.365975857
4425,2.455296755,2.485856533,1.621352077,1.630536318,1.188813686,1.182373166,0.960228741,0.980122209,0.698803008,0.713564098,0.567152619,0.557141662,0.324397326,0.331084222,0.149990246,0.148338452,0.176116168,0.178043216,0.671973884,0.664056242,1.839456201,1.831507802,3.347941399,3.385427952
4425.5,2.464677572,2.49573493,1.626164436,1.634892702,1.19193244,1.185297012,0.96277535,0.982455432,0.701493919,0.715958536,0.569497347,0.559395432,0.326882631,0.333345681,0.152235776,0.15057601,0.173733115,0.175418064,0.667247772,0.659412265,1.827289104,1.819516778,3.368552208,3.406228542
4426,2.476583719,2.508344412,1.632125378,1.640916348,1.196301222,1.190159082,0.966516435,0.98612684,0.704680026,0.719061673,0.572416842,0.562411845,0.329676449,0.33624506,0.154551461,0.153043285,0.171238914,0.173274875,0.662939131,0.655259967,1.816949248,1.809336662,3.387825012,3.424771786
4426.5,2.488618135,2.520790577,1.638448,1.646934032,1.200356245,1.194293976,0.969681919,0.989605784,0.707838953,0.721809268,0.57486397,0.564968109,0.332423687,0.338927776,0.156991094,0.155308485,0.168735981,0.170733035,0.658751845,0.651289165,1.806432128,1.798733473,3.407857418,3.445213318
4427,2.498185158,2.530928135,1.642829418,1.651408911,1.203739643,1.197702527,0.972241282,0.992199123,0.710070431,0.724281311,0.577243447,0.567178607,0.334277123,0.341248512,0.158991545,0.157392964,0.166473851,0.16826427,0.654123187,0.647001386,1.79480803,1.787491798,3.428739309,3.466774464
4427.5,2.51091671,2.543749571,1.649054527,1.658010602,1.208217621,1.202579498,0.976076961,0.996161342,0.71312356,0.727574706,0.580120206,0.570268929,0.336959273,0.3441405,0.160959691,0.159482658,0.164328203,0.165942922,0.650091708,0.642998993,1.784798145,1.7774055,3.44953084,3.486562967
4428,2.522475004,2.555529118,1.654808879,1.663821936,1.212215185,1.206549048,0.979037344,0.999328017,0.716005921,0.730367959,0.582646847,0.573037922,0.339343816,0.346594363,0.163438365,0.161607236,0.161921412,0.163698703,0.645761549,0.638750911,1.774034142,1.766818762,3.469784737,3.507623196
4428.5,2.533198595,2.566266537,1.659781933,1.668823957,1.215973973,1.210475206,0.982041478,1.002577901,0.718827128,0.733032346,0.585166574,0.575533569,0.341902465,0.349154979,0.165993527,0.163663104,0.159691408,0.161405623,0.641663373,0.634695172,1.763463616,1.756359816,3.491674185,3.530220509
4429,2.545297146,2.577938557,1.665527105,1.674790025,1.220141649,1.214867592,0.985403061,1.005766392,0.721793234,0.735775709,0.587782979,0.578250825,0.344645858,0.351771593,0.168338537,0.165920109,0.157552972,0.15912278,0.63737011,0.630209029,1.752933502,1.745665669,3.512075424,3.549715519
4429.5,2.557500839,2.590422869,1.67173779,1.680915833,1.224098444,1.218880415,0.988704145,1.009162068,0.724743128,0.738675416,0.590973258,0.58103931,0.347153753,0.354073346,0.170586109,0.168047503,0.155490398,0.156623244,0.633119524,0.626219869,1.742594957,1.73549068,3.533834696,3.572667837
4430,2.56863451,2.601631641,1.676583886,1.686062813,1.228170037,1.222929955,0.991695344,1.012206674,0.727376819,0.741312504,0.593413353,0.583046257,0.349254251,0.356732368,0.172944799,0.17043595,0.153253719,0.154411167,0.628742993,0.621880412,1.732171774,1.724932671,3.556025982,3.595127344
4430.5,2.580843687,2.613809824,1.682328939,1.692296743,1.232163072,1.227074862,0.994890451,1.015472412,0.730162323,0.744143069,0.595964611,0.586016834,0.351774991,0.359262586,0.175219759,0.173069373,0.150609881,0.151995569,0.624645829,0.617557287,1.721644878,1.71470356,3.577577829,3.615768671
4431,2.593072414,2.626434565,1.688161254,1.697881937,1.23635757,1.231287956,0.998206019,1.018785954,0.733104467,0.746977687,0.598781049,0.588274837,0.354200929,0.361883581,0.177493826,0.175609589,0.148936823,0.14962627,0.620863974,0.61374265,1.711597562,1.704860687,3.599772692,3.639431477
4431.5,2.605069399,2.638339281,1.694009662,1.703745723,1.240470886,1.235500336,1.002231479,1.022347927,0.735865176,0.74990344,0.601827502,0.591101646,0.356618136,0.364432186,0.179908872,0.177947581,0.146837935,0.147612244,0.616767168,0.609755218,1.701617837,1.695279837,3.622828722,3.66275692
4432,2.616351128,2.650191545,1.699257255,1.709022403,1.244011879,1.239321589,1.004930019,1.025288582,0.738373816,0.752464116,0.60413301,0.593506932,0.359149277,0.366605997,0.182358652,0.180548295,0.145040229,0.145340174,0.612124741,0.605326533,1.690497279,1.684159994,3.644305944,3.683414936
4432.5,2.629941702,2.664058924,1.706333637,1.71582973,1.24885416,1.243703604,1.008987188,1.029395342,0.741509318,0.755858839,0.607565939,0.596496463,0.361611485,0.369203806,0.184792653,0.182913095,0.143250421,0.143190965,0.608328044,0.601502836,1.68132031,1.675333858,3.668637037,3.70903182
4433,2.641784191,2.675409079,1.711568475,1.721168756,1.252866507,1.247579813,1.012170315,1.03258121,0.744443536,0.758356452,0.610324383,0.599134386,0.36416316,0.371810883,0.18693015,0.185642853,0.141226023,0.140885174,0.604105055,0.59695375,1.671145797,1.665052533,3.691507578,3.73192668
4433.5,2.653571844,2.687662363,1.717096925,1.726600289,1.256740451,1.251308799,1.014948487,1.035345197,0.746863008,0.761056304,0.612724006,0.601464987,0.366879523,0.374307454,0.189326033,0.188122869,0.139559463,0.138777778,0.599823058,0.592535853,1.660763383,1.654674172,3.714474678,3.754708767
4434,2.668028355,2.701961756,1.723736882,1.733128548,1.261822104,1.256136656,1.018651843,1.039812207,0.750545025,0.764423788,0.615782797,0.60447228,0.369343579,0.376902372,0.191798851,0.190553263,0.137962222,0.136670262,0.596150815,0.588984489,1.651997089,1.645930409,3.738763094,3.78081584
4434.5,2.679574013,2.71369195,1.729336977,1.738729239,1.26597476,1.260063529,1.021797657,1.043167472,0.753161311,0.767119765,0.618603766,0.607066631,0.371971071,0.379539013,0.194337115,0.193026543,0.136313841,0.134807169,0.591953218,0.584849358,1.64200604,1.636113048,3.762651682,3.804329157
4435,2.691268682,2.72576952,1.734902501,1.743465781,1.269378304,1.263441205,1.024684072,1.046016216,0.75535506,0.769550264,0.620984018,0.609369159,0.374396563,0.381824702,0.196919113,0.195145994,0.134383366,0.132536635,0.587464094,0.580469251,1.631405354,1.625679612,3.786096811,3.827645302
4435.5,2.706092119,2.741435766,1.742807865,1.75108707,1.275120378,1.268849611,1.029330373,1.050428867,0.7587291,0.773132384,0.624153197,0.612620473,0.377365321,0.384924978,0.199788675,0.197534248,0.132992551,0.130843282,0.58376348,0.576783657,1.623478293,1.618100762,3.811623573,3.8557055
4436,2.717371225,2.752693653,1.747549057,1.755813599,1.278414845,1.27210021,1.032092214,1.053227901,0.761089027,0.775502563,0.626578391,0.615171075,0.379951775,0.387335896,0.202080995,0.199646607,0.130947188,0.12897861,0.5791803,0.572175324,1.612853408,1.607640028,3.834737301,3.878397226
4436.5,2.730074406,2.766165733,1.753720522,1.761509657,1.282431245,1.276094198,1.035262942,1.056532741,0.764020085,0.778553128,0.628939331,0.617361963,0.382593185,0.389560997,0.204586893,0.202155903,0.129229158,0.126992643,0.574884236,0.568203747,1.60312593,1.597663403,3.860059738,3.904371262
4437,2.745196342,2.781573534,1.761121869,1.769012928,1.287760019,1.281409025,1.039730787,1.061020255,0.767631412,0.782131374,0.632332385,0.620642483,0.385655314,0.392562509,0.207259282,0.204826578,0.127484396,0.12539193,0.571102023,0.564451933,1.595141649,1.589584112,3.885707617,3.932199478
4437.5,2.756814003,2.793420792,1.766097784,1.773835659,1.291112542,1.284986019,1.042555571,1.063453436,0.770234644,0.784677088,0.6342507,0.623158097,0.387973309,0.394803286,0.209563494,0.20726791,0.125429973,0.123592146,0.566454291,0.55991292,1.584802747,1.579090834,3.909964085,3.956310511
4438,2.770073652,2.806913853,1.772357821,1.77976954,1.294944644,1.288692594,1.045964718,1.066981316,0.773413122,0.787779808,0.637045145,0.62548399,0.390426189,0.397026181,0.21224764,0.209574118,0.123978309,0.121695228,0.562331915,0.555972099,1.575081348,1.5697999,3.93605566,3.98369813
4438.5,2.785591125,2.82233882,1.779898524,1.787231207,1.30052495,1.294181585,1.050637126,1.071226716,0.777094603,0.791768193,0.640008152,0.629090965,0.393315166,0.400169313,0.214987293,0.212046325,0.122233413,0.120132327,0.558699846,0.552376926,1.566962481,1.561623812,3.963422298,4.012691975
4439,2.796996593,2.833340883,1.784636974,1.79233253,1.303169489,1.296939254,1.053072453,1.073727965,0.779477835,0.793847501,0.641884208,0.631476581,0.395735592,0.402056068,0.217327595,0.214070588,0.120352037,0.118565924,0.554111838,0.547828317,1.556671739,1.551047444,3.987353802,4.036067486
4439.5,2.811306953,2.848290443,1.791658759,1.799008489,1.307863235,1.301383615,1.057031393,1.077697515,0.782757163,0.797436297,0.644715369,0.634291291,0.398540258,0.404443294,0.219982564,0.216423243,0.118673965,0.116965041,0.550640821,0.544313729,1.547924399,1.542651415,4.016503334,4.066401958
4440,2.826073647,2.862959623,1.798521638,1.806105614,1.312913179,1.306614876,1.061102629,1.081483364,0.785742283,0.800894439,0.647648931,0.637666106,0.40113607,0.407478571,0.222494259,0.219074383,0.117033899,0.115699358,0.547118425,0.540479124,1.539590478,1.534486651,4.043074131,4.094049931
4440.5,2.838600874,2.875658989,1.803838253,1.811283946,1.316219926,1.310166836,1.063725591,1.084270835,0.788170636,0.803524911,0.649603426,0.64019376,0.403337061,0.410020918,0.224891648,0.221151128,0.115377046,0.11405357,0.542972207,0.536307693,1.529814363,1.524452567,4.069204807,4.119791508
4441,2.852574825,2.89019084,1.810862184,1.817876101,1.320895433,1.314863324,1.067780137,1.088336825,0.791017234,0.806871653,0.652083457,0.642960727,0.405690521,0.412688673,0.227406949,0.223334163,0.113848135,0.112942055,0.539145112,0.532638669,1.521504641,1.516202688,4.099286079,4.150380611
4441.5,2.867865562,2.905888081,1.817729354,1.824926257,1.325645924,1.319939613,1.071526527,1.092164993,0.794095397,0.810071349,0.654913962,0.645964742,0.408616424,0.41550827,0.229892686,0.225919202,0.112241693,0.111764081,0.535392404,0.529096246,1.513316035,1.507762909,4.12617588,4.178465843
4442,2.880449295,2.91899395,1.823303461,1.830513835,1.328828692,1.32333982,1.074150085,1.095256329,0.79658103,0.812602937,0.65702337,0.648552358,0.411350161,0.417895138,0.232336193,0.228523821,0.110924006,0.1105958,0.53121984,0.52522558,1.503504157,1.498203993,4.153450489,4.206207752
4442.5,2.895899773,2.934510231,1.830153942,1.836961627,1.33379972,1.328325629,1.078117251,1.09925282,0.799800515,0.815964341,0.659801662,0.651341379,0.414106429,0.420519441,0.234913021,0.231081605,0.109747007,0.109498449,0.527729452,0.52170819,1.495242357,1.490020156,4.185716152,4.238804817
4443,2.910765648,2.94993329,1.836877227,1.843874693,1.338217497,1.332755685,1.081575513,1.102720499,0.802791655,0.81887877,0.66262126,0.654512107,0.416873515,0.42338717,0.237503022,0.233515382,0.108458117,0.108642414,0.523995221,0.517763197,1.48670435,1.481169105,4.212227821,4.266235352
4443.5,2.924829721,2.964576483,1.842835307,1.849673986,1.342254758,1.336802125,1.084715843,1.106495023,0.805705011,0.821608365,0.664985716,0.657092392,0.419218183,0.425522923,0.239833966,0.235874429,0.107539378,0.107692927,0.519779265,0.513951898,1.477677703,1.472306013,4.242411613,4.297317982
4444,2.939765453,2.979455233,1.849398732,1.856336832,1.34698534,1.341418982,1.088253379,1.110319257,0.808893323,0.824786723,0.667755783,0.659743011,0.421928078,0.428256303,0.242200971,0.238209575,0.106708363,0.106897555,0.516397893,0.51019305,1.469143271,1.464104891,4.2742033,4.329295635
4444.5,2.956087112,2.996044636,1.856040716,1.863406062,1.351522446,1.345940828,1.091984272,1.114157915,0.812044919,0.827768028,0.670516074,0.662727714,0.424619675,0.430736244,0.244890764,0.240803912,0.105932474,0.10624852,0.512447655,0.506343603,1.461029172,1.455749035,4.301738739,4.358260632
4445,2.970271826,3.010582924,1.862185121,1.869735122,1.355994225,1.350271463,1.095575929,1.117704272,0.815030813,0.830670595,0.673035383,0.66507262,0.427226216,0.433016479,0.246948823,0.243331239,0.105236933,0.105628006,0.508751631,0.502566874,1.452259064,1.446977258,4.334890366,4.392052174
4445.5,2.985516548,3.025962353,1.868206024,1.876332879,1.360504866,1.354365945,1.099376082,1.121333361,0.818026006,0.833378971,0.675578713,0.667559147,0.429466695,0.43562299,0.249046609,0.245798409,0.104777478,0.105168164,0.505555809,0.498809725,1.443982244,1.438535213,4.367229939,4.423651695
4446,3.002164364,3.04292655,1.875381947,1.884104371,1.365385056,1.359411478,1.10336864,1.125415087,0.821567476,0.836605012,0.678535759,0.67065382,0.432126343,0.438304454,0.251397908,0.248220056,0.104289576,0.104760543,0.501974642,0.495473862,1.436090708,1.430140972,4.397080898,4.454982281
4446.5,3.016816854,3.057711601,1.881350398,1.890314102,1.36961174,1.363407373,1.106754184,1.12916708,0.824537814,0.839300215,0.68146956,0.673354924,0.434497803,0.440943122,0.253612697,0.25064522,0.104190841,0.104397148,0.498267204,0.491616845,1.4275527,1.421588421,4.432255268,4.490889072
4447,3.032361269,3.072954178,1.887208462,1.896723986,1.373892903,1.368047237,1.10996139,1.132549405,0.827750921,0.842244804,0.684376299,0.676274836,0.437331617,0.443833709,0.255848199,0.252915621,0.103509866,0.103959478,0.494402409,0.487848461,1.419488788,1.413217187,4.463867188,4.521830082
4447.5,3.049956322,3.090600491,1.894616723,1.90453887,1.378743172,1.372911334,1.11428988,1.136953712,0.83133328,0.845702589,0.687538385,0.679175138,0.440167516,0.447069764,0.258443028,0.255697161,0.103512093,0.103662483,0.491039097,0.484354407,1.412058234,1.405651331,4.496658802,4.555571556
4448,3.064203024,3.105157852,1.900354028,1.910502911,1.38297224,1.377203703,1.117527962,1.140471697,0.834495723,0.848033845,0.69041276,0.681350231,0.442530632,0.449229896,0.260943502,0.258203298,0.103384502,0.103547655,0.486997187,0.480408698,1.403640151,1.397083998,4.532530308,4.592249393
4448.5,3.080389977,3.121428013,1.906555891,1.917197704,1.387158632,1.38165319,1.120957613,1.144173741,0.837387621,0.850790262,0.693603575,0.683925033,0.444946617,0.451974005,0.263278276,0.260929376,0.103176109,0.103387341,0.482975334,0.476058304,1.39570868,1.388852239,4.564985752,4.623611927
4449,3.098976851,3.140301704,1.914698005,1.925253749,1.392762065,1.387208819,1.125320554,1.148697972,0.841112852,0.854308546,0.697172642,0.687379479,0.447872937,0.454967499,0.266243041,0.264020145,0.103338726,0.103387862,0.479429126,0.472709268,1.388433933,1.381720066,4.600767612,4.661015034
4449.5,3.112795115,3.154823065,1.920091748,1.930496812,1.39632082,1.390911579,1.128124118,1.151482463,0.84359622,0.856499195,0.699589908,0.689412236,0.450230479,0.457336605,0.268593222,0.266575187,0.10348127,0.10317678,0.475348532,0.468512952,1.3793571,1.372903705,4.63566637,4.697309017
4450,3.129967451,3.172709703,1.927009344,1.937850118,1.400959015,1.395898819,1.131978154,1.155389309,0.846992314,0.859799743,0.702794075,0.692597866,0.45282501,0.460435271,0.271388412,0.26929456,0.10368453,0.103206456,0.471399665,0.464815408,1.371819377,1.365413666,4.671188354,4.731090546
4450.5,3.148803949,3.191688538,1.935191512,1.945751071,1.406533122,1.401186824,1.136200666,1.159732103,0.85060358,0.863511086,0.70623678,0.695663989,0.455578655,0.463200182,0.274126917,0.271991432,0.104161173,0.103203483,0.467852712,0.461193085,1.364367485,1.35803628,4.707476616,4.769350529
4451,3.162923813,3.206247807,1.94017756,1.950517893,1.410374045,1.404913902,1.138816595,1.162545085,0.85289675,0.866004527,0.708816588,0.6979146,0.457393676,0.465867549,0.276504159,0.274263084,0.104563825,0.103341691,0.463599265,0.45709756,1.355084538,1.349378943,4.74298048,4.807210922
4451.5,3.181244135,3.224539995,1.947902322,1.958718181,1.415131927,1.409831524,1.143165827,1.166747451,0.856167614,0.869580984,0.711988688,0.70109421,0.460318387,0.469001919,0.279171675,0.276935011,0.105025977,0.103936642,0.46001786,0.453259647,1.347648382,1.341825962,4.781321049,4.843050003
4452,3.200107813,3.243777275,1.955682993,1.966124296,1.420694351,1.414985657,1.147068858,1.171269774,0.860012412,0.873034716,0.715347826,0.704204082,0.463246495,0.471543819,0.281927973,0.279748708,0.105661437,0.104389124,0.456420004,0.449717253,1.34050107,1.334877253,4.818160534,4.882667542
4452.5,3.213488817,3.257560253,1.960819721,1.971135497,1.423758864,1.418244958,1.149476051,1.173444986,0.862125218,0.875299394,0.717520893,0.706315994,0.465532005,0.473770499,0.284424514,0.282257706,0.106156074,0.104786433,0.452370673,0.445521802,1.331440926,1.325705528,4.853881359,4.921152115
4453,3.233712673,3.278023481,1.96935761,1.979837418,1.429020762,1.423885226,1.154456735,1.177999377,0.865921617,0.879499733,0.721008658,0.709825814,0.468476981,0.476944089,0.2870574,0.285072982,0.106942639,0.105439216,0.448924631,0.442065954,1.324936748,1.319005728,4.896638393,4.961369514
4453.5,3.250778437,3.296205759,1.976438284,1.986652017,1.433777094,1.428385973,1.157838583,1.18126142,0.868910074,0.882931828,0.723880589,0.712487698,0.47083053,0.479495943,0.2893444,0.287543803,0.107645221,0.105922677,0.445222557,0.438323587,1.317056894,1.311248899,4.930976391,4.998581886
4454,3.266304731,3.312024832,1.982097626,1.992250562,1.437445641,1.432153702,1.160908103,1.184258699,0.871510148,0.885627031,0.726129532,0.714609265,0.472820669,0.482143521,0.291958988,0.289939046,0.108214132,0.106700636,0.441568196,0.434238881,1.308717608,1.302896976,4.971740246,5.042621613
4454.5,3.286634207,3.332593441,1.990695,2.000996351,1.442845941,1.437603712,1.165653348,1.18856144,0.874898255,0.889661849,0.729286253,0.718084514,0.475901067,0.48511219,0.294762164,0.293052316,0.108903028,0.10753794,0.438459367,0.430821955,1.301728129,1.296276689,5.013979435,5.082145691
4455,3.304434776,3.350577116,1.997709155,2.007481337,1.447724104,1.442220926,1.16974771,1.191973686,0.877560496,0.892633617,0.731942177,0.720407605,0.47811842,0.487814158,0.297281712,0.295643806,0.11002785,0.108416863,0.434913605,0.427010745,1.293829203,1.288331866,5.049199104,5.121439934
4455.5,3.320502043,3.36677146,2.003964663,2.013926029,1.451617599,1.446079969,1.173433185,1.195096731,0.879939675,0.895813286,0.734163404,0.723032832,0.480519533,0.490394562,0.299843073,0.298076689,0.11070291,0.109406218,0.430971056,0.423040092,1.285642266,1.280455351,5.092755318,5.167672634
4456,3.341869354,3.388830423,2.012383223,2.022263288,1.45750308,1.451705933,1.178165913,1.199942708,0.883261204,0.899794579,0.737011433,0.726350129,0.483915657,0.492913455,0.302502275,0.301098585,0.111855336,0.110449515,0.427760243,0.419701308,1.278742194,1.273689628,5.136982441,5.208774567
4456.5,3.358527422,3.405630589,2.019231081,2.028647184,1.461990714,1.456058621,1.181474566,1.202922106,0.885668695,0.902752042,0.739560843,0.728928089,0.485884875,0.495101213,0.304817885,0.30334118,0.112880662,0.111372121,0.424199104,0.415982604,1.270409584,1.265867591,5.172613144,5.248538494
4457,3.377623796,3.424649715,2.026129484,2.035996437,1.4663589,1.46073699,1.185270905,1.206602454,0.888580203,0.905975699,0.742495358,0.731843412,0.48880282,0.497857481,0.307453454,0.305939525,0.114020705,0.11256253,0.421087682,0.411989391,1.263087034,1.258558512,5.222579479,5.300612926
4457.5,3.397056103,3.4445467,2.033702135,2.043853998,1.47195363,1.465974212,1.189259171,1.210685611,0.891541779,0.909368634,0.745185316,0.7347458,0.491675198,0.500621557,0.310300857,0.308791697,0.115531608,0.113869861,0.417605847,0.408682942,1.255678654,1.25143826,5.263634682,5.338591576
4458,3.416396856,3.463886499,2.040924072,2.051310062,1.476757288,1.470345378,1.192634225,1.214553475,0.894317925,0.912364006,0.747910678,0.737793624,0.493979096,0.503130019,0.312691003,0.311428428,0.116796345,0.115209267,0.414389133,0.405161023,1.248238802,1.244329691,5.305765152,5.385052681
4458.5,3.434966087,3.482983589,2.047677755,2.058475494,1.481249452,1.475063205,1.196396232,1.218317866,0.897027791,0.915448785,0.750622988,0.740422785,0.496998101,0.505958617,0.31504339,0.314141512,0.118029378,0.116788328,0.410910398,0.401531577,1.240989804,1.237026334,5.355474949,5.435424805
4459,3.45460701,3.50338316,2.055742025,2.06606555,1.486515522,1.480217457,1.200077772,1.22221899,0.900022686,0.918571055,0.753071189,0.743125618,0.4999111,0.508367002,0.317762017,0.316709459,0.119430594,0.118241832,0.407461405,0.397879153,1.233579278,1.229729414,5.398436546,5.476051807
4459.5,3.47455883,3.523968458,2.063563824,2.073921919,1.491628647,1.485330701,1.204035401,1.226343632,0.903618634,0.921806872,0.756195784,0.745972276,0.502552927,0.511208355,0.320418417,0.319117129,0.121126465,0.120243132,0.404084682,0.394645005,1.226328015,1.222805023,5.443704605,5.526125431
4460,3.494933844,3.544650555,2.070804358,2.081243515,1.496142983,1.489990711,1.207963109,1.230313897,0.906638384,0.925400913,0.759263754,0.749091089,0.50547415,0.513891757,0.322784603,0.321825564,0.122540116,0.121845022,0.400349349,0.391166866,1.219376802,1.215737581,5.494594097,5.577000618
4460.5,3.513269186,3.563315868,2.077922344,2.088434935,1.501011729,1.494651914,1.211248517,1.23380518,0.909734488,0.92827177,0.761952102,0.751684487,0.507865608,0.516316354,0.325381607,0.324418187,0.124141395,0.123368829,0.396536946,0.387649029,1.211647034,1.207866073,5.537854671,5.618840218
4461,3.537122726,3.587834835,2.087085724,2.098066568,1.506576657,1.500517607,1.215833068,1.23874402,0.913661003,0.932217956,0.765677869,0.755163312,0.510969758,0.519535899,0.328078717,0.327504873,0.125922397,0.125574216,0.393311888,0.384636343,1.20545876,1.201564908,5.590702534,5.675532341
4461.5,3.554901838,3.605592251,2.093076229,2.103819609,1.510631442,1.504741192,1.218903422,1.242474198,0.91683054,0.934967518,0.76820457,0.757395327,0.513715088,0.521794319,0.330249757,0.330018789,0.127615377,0.127279043,0.389458895,0.380943835,1.197711587,1.1935606,5.636950016,5.722407341
4462,3.575855494,3.626890182,2.101492167,2.112426758,1.515883207,1.509442449,1.222483516,1.24669385,0.920297265,0.9383744,0.771531582,0.760158479,0.516475916,0.524119556,0.332750529,0.332560539,0.129601419,0.128969625,0.386061251,0.377867043,1.190246463,1.186370254,5.687728405,5.773047924
4462.5,3.599765062,3.650918245,2.109963417,2.12138629,1.521618009,1.515078068,1.227445483,1.251603007,0.924199641,0.942090333,0.775122225,0.763894439,0.519586027,0.527360141,0.335181564,0.335216224,0.13130556,0.131029546,0.382852197,0.374355137,1.183910966,1.179755449,5.741046429,5.82874012
