,"Tube in -	Grand_Complexe	-	2012.09.27 11:42:04","Tube in -	Grand_Complexe	-	2012.09.27 11:23:22","Tube in -	Grand_Complexe	-	2012.09.27 11:23:10","Tube in -	Grand_Complexe	-	2012.09.27 11:27:15","Tube in -	Grand_Complexe	-	2012.09.27 11:27:06","Tube in -	Grand_Complexe	-	2012.09.27 11:32:46","Tube in -	Grand_Complexe	-	2012.09.27 11:32:37","Tube in -	Grand_Complexe	-	2012.09.27 11:36:17","Tube in -	Grand_Complexe	-	2012.09.27 11:13:21","Tube in -	Grand_Complexe	-	2012.09.27 11:42:12","Tube in -	Grand_Complexe	-	2012.09.27 16:52:48","Tube in -	Grand_Complexe	-	2012.09.27 11:44:31","Tube in -	Grand_Complexe	-	2012.09.27 11:44:22","Tube in -	Grand_Complexe	-	2012.09.27 16:44:39","Tube in -	Grand_Complexe	-	2012.09.27 16:44:31","Tube in -	Grand_Complexe	-	2012.09.27 16:48:16","Tube in -	Grand_Complexe	-	2012.09.27 16:48:07","Tube in -	Grand_Complexe	-	2012.09.27 16:52:56","Tube in -	Grand_Complexe	-	2012.09.27 11:36:08"
Freq,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data
3272,1.753632665,1.347084999,1.375712037,2.823194742,2.865594387,4.495366096,4.522290707,3.056861162,0.487573445,1.743746281,0.901737571,1.365057111,1.369634986,1.255323529,1.293169737,1.049990058,1.061813951,0.885546803,3.043990374
3272.5,1.770904899,1.326539636,1.354299188,2.77591753,2.817589283,4.516556263,4.545690536,3.099112272,0.482132941,1.760754108,0.911032438,1.37711978,1.381750464,1.26728785,1.305449128,1.059855819,1.071954012,0.894406736,3.085701227
3273,1.789309502,1.306472301,1.33349967,2.730274439,2.771299839,4.537274837,4.568293571,3.143995523,0.476795286,1.779250145,0.918055952,1.389762044,1.394284368,1.277234316,1.315500498,1.067833185,1.079831243,0.901441216,3.130513906
3273.5,1.805784702,1.285532713,1.31170404,2.682095051,2.722364664,4.548125744,4.58125782,3.185316563,0.471125752,1.795633435,0.92656219,1.401419282,1.405768752,1.287926435,1.32653296,1.076823235,1.088901639,0.909521461,3.171461344
3274,1.823877215,1.265347242,1.290777922,2.635915756,2.675802469,4.559217453,4.594770432,3.230502367,0.465927601,1.813438535,0.933361888,1.413518071,1.418021679,1.297924042,1.336783528,1.084872842,1.096774459,0.916457176,3.2164042
3274.5,1.843636632,1.247546911,1.2724998,2.59434557,2.63394022,4.571599007,4.60915041,3.279129505,0.461670905,1.83318913,0.942983866,1.427324414,1.432114482,1.310565948,1.349555254,1.095452428,1.107215285,0.926009595,3.264590979
3275,1.86088407,1.226971149,1.250755906,2.547557831,2.586478233,4.5715518,4.611260891,3.323067904,0.45627448,1.850327849,0.949996591,1.438853502,1.443618417,1.320466995,1.359776974,1.103268385,1.115066409,0.932677388,3.308312178
3275.5,1.879155517,1.208053946,1.231444836,2.50414896,2.542405605,4.570391178,4.611926079,3.369203091,0.451776117,1.868540406,0.957919776,1.451516986,1.456206203,1.330887914,1.370318413,1.111933351,1.123536944,0.940737307,3.354104042
3276,1.898436308,1.188686728,1.211758256,2.461009264,2.498568296,4.566812992,4.610823631,3.41767621,0.446945965,1.887390256,0.966038048,1.464229226,1.469123363,1.342544913,1.382420063,1.121155262,1.133014202,0.948598921,3.402384758
3276.5,1.918768525,1.171730995,1.194582462,2.421758413,2.458895922,4.562511444,4.608536243,3.468267679,0.443234056,1.907535076,0.974584222,1.478028417,1.48311317,1.35404098,1.393926024,1.130783319,1.142363906,0.957388699,3.452473402
3277,1.936412096,1.151906967,1.174003601,2.376293421,2.412936926,4.544761181,4.592934132,3.513899088,0.438309401,1.925152183,0.981971741,1.489640594,1.494692445,1.364499688,1.404863596,1.138821483,1.15070653,0.9643327,3.497530222
3277.5,1.956046939,1.134879112,1.156383753,2.336572409,2.372820377,4.529998779,4.58018446,3.563577175,0.434553266,1.944499493,0.989798963,1.502813697,1.507765174,1.375127554,1.415744662,1.147381544,1.159245491,0.972261131,3.54712677
3278,1.976691008,1.117139697,1.138184786,2.296458483,2.332092285,4.511864662,4.563426018,3.615277767,0.430517673,1.964847565,0.99870044,1.516385794,1.521311998,1.387615919,1.428670883,1.15713048,1.169626474,0.980732203,3.598685741
3278.5,1.996937394,1.100664139,1.121536016,2.258470058,2.293630123,4.490008831,4.543484211,3.666539431,0.427013487,1.984835267,1.006878138,1.529945016,1.534858108,1.398748159,1.439931989,1.166263819,1.178526402,0.989199877,3.649880409
3279,2.01580143,1.081706762,1.102329731,2.216424704,2.251070499,4.458005905,4.512736797,3.714560986,0.42272532,2.003538847,1.014132857,1.541754007,1.547177434,1.409189105,1.450816154,1.174231052,1.18681097,0.996365786,3.697661638
3279.5,2.037133932,1.065987229,1.086212397,2.17994833,2.214027643,4.430167675,4.487033844,3.768241644,0.419581443,2.02442956,1.022842884,1.555586457,1.561220407,1.420900941,1.463059187,1.183919668,1.19632566,1.004909754,3.751256227
3280,2.058253527,1.049261212,1.069269657,2.142363071,2.176071644,4.39737463,4.455730438,3.821537495,0.41640389,2.045416355,1.03126657,1.569376111,1.575155616,1.432937264,1.475341201,1.193191528,1.205889344,1.013357878,3.804502964
3280.5,2.079476833,1.033597589,1.053273559,2.106550217,2.139752865,4.362196445,4.421786308,3.874971867,0.413660228,2.066553116,1.039714456,1.583489895,1.589339614,1.444451213,1.487658739,1.202643991,1.215245605,1.021751165,3.85773921
3281,2.098383665,1.015745759,1.035380483,2.067413568,2.099685669,4.316893101,4.377532005,3.923258305,0.410323083,2.085474253,1.046687007,1.595348239,1.60142982,1.454911113,1.498077869,1.210570574,1.223176122,1.028889894,3.90585494
3281.5,2.122602701,1.001328349,1.020758629,2.034907341,2.066358805,4.280920982,4.342759132,3.981823444,0.408165514,2.109172583,1.056099653,1.611170769,1.617442846,1.467850208,1.511656642,1.221061349,1.233718991,1.038146973,3.964534521
3282,2.143921852,0.985340655,1.004767418,1.999920487,2.030602217,4.235519886,4.298045158,4.034204006,0.405742764,2.13037324,1.064744473,1.624571443,1.631072998,1.480166078,1.524196863,1.230870008,1.243619919,1.046525359,4.017131805
3282.5,2.165620804,0.969626606,0.988959849,1.965271115,1.994976044,4.187879086,4.250864029,4.087226868,0.403218269,2.15217495,1.072391748,1.638722181,1.644908071,1.490792036,1.53520906,1.239346027,1.252095103,1.054123521,4.070286751
3283,2.187221527,0.954295099,0.973809779,1.931400299,1.960351825,4.137888432,4.201553345,4.139909267,0.401044667,2.173634291,1.08077693,1.65235734,1.658657551,1.503269196,1.547913909,1.249279261,1.262019038,1.062690735,4.122889996
3283.5,2.211288452,0.940093517,0.959619224,1.899609923,1.928228378,4.090642929,4.154489994,4.196468353,0.399473995,2.197742224,1.089379191,1.667924404,1.674121499,1.515632391,1.560484767,1.258958817,1.271737933,1.071189404,4.18012619
3284,2.234758854,0.926211476,0.945559442,1.868315578,1.896261573,4.03980732,4.104193687,4.251499176,0.398091435,2.22097373,1.099078774,1.683044672,1.688903928,1.529352188,1.574413896,1.270029187,1.282554269,1.080628514,4.235332489
3284.5,2.255975723,0.91065824,0.929745197,1.834299564,1.861602426,3.981610775,4.046153069,4.300281048,0.395907313,2.242451906,1.105837226,1.696174979,1.702178121,1.539133191,1.584400177,1.277570367,1.290314674,1.087418079,4.284487247
3285,2.281512976,0.897933483,0.916807175,1.805758953,1.831687331,3.931013107,3.995525122,4.357813358,0.394966036,2.267738104,1.115825295,1.712598562,1.718354464,1.553537726,1.598938465,1.289300561,1.301763177,1.097402096,4.342329979
3285.5,2.305615187,0.883936048,0.902558386,1.774871588,1.800444484,3.875374556,3.939623833,4.410157204,0.393919379,2.2918818,1.124115944,1.727433562,1.733535051,1.565921187,1.611507177,1.298820496,1.311508417,1.105848908,4.39528656
3286,2.330832481,0.871276319,0.889315605,1.746549845,1.771034241,3.82139349,3.885255575,4.464030266,0.393208146,2.317206144,1.133586764,1.743802905,1.749388933,1.579015493,1.624789238,1.309332013,1.322207689,1.115006447,4.449950218
3286.5,2.353204012,0.856941283,0.874595821,1.714203596,1.738746405,3.759557247,3.822591543,4.509916306,0.391928405,2.339656591,1.140903592,1.757077098,1.763035417,1.590369821,1.636407614,1.318047047,1.33060348,1.122309446,4.496265411
3287,2.380972147,0.845421612,0.862446427,1.687723875,1.711723566,3.707424641,3.770082951,4.565274239,0.391832829,2.367280006,1.150824428,1.77425015,1.780312181,1.604476929,1.650772691,1.329363823,1.342024803,1.132035613,4.552732468
3287.5,2.406986475,0.832852066,0.849294603,1.659346581,1.68293643,3.650308609,3.712338686,4.615019798,0.391414255,2.393295288,1.159934998,1.790180445,1.796065092,1.618545532,1.665287614,1.340281963,1.35273397,1.141174197,4.602898598
3288,2.431387424,0.820194542,0.835936427,1.630655885,1.65349853,3.5902915,3.651719093,4.658718109,0.390929043,2.417901039,1.16785264,1.804874063,1.810751319,1.629878998,1.67685926,1.34913969,1.361724734,1.148797274,4.647826672
3288.5,2.458845615,0.808018148,0.823431969,1.603477001,1.626263857,3.533421516,3.594113111,4.706728458,0.390950054,2.445254803,1.176961422,1.821496844,1.827297091,1.644158721,1.69167316,1.360267639,1.372437239,1.157972455,4.697083473
3289,2.485602379,0.796461523,0.81142056,1.577346325,1.600119114,3.476848841,3.536996841,4.750647545,0.391302794,2.472075701,1.186401486,1.837526917,1.843582869,1.657477856,1.705408096,1.37072897,1.383194566,1.167117715,4.742441177
3289.5,2.514970541,0.78509295,0.7996912,1.552215457,1.57439661,3.421753407,3.48111701,4.797107697,0.391910166,2.501371384,1.195969582,1.855587602,1.861497283,1.672187328,1.720435143,1.382052541,1.394306302,1.176707864,4.789944172
3290,2.538974524,0.77271533,0.786720276,1.524628401,1.546725154,3.359859943,3.418174028,4.829317093,0.392031252,2.525561094,1.204281807,1.869632125,1.875805616,1.6836133,1.732129931,1.391029596,1.403639793,1.184500337,4.822841167
3290.5,2.570204496,0.761913061,0.775493503,1.500445724,1.522245407,3.306375504,3.363765717,4.872220993,0.3930718,2.556567669,1.213678598,1.888429403,1.894490957,1.69845736,1.747262716,1.402488589,1.414641142,1.194057107,4.867601871
3291,2.598829269,0.751321614,0.764757097,1.476076007,1.498094797,3.250963926,3.307402611,4.906632423,0.394353181,2.584869862,1.224218607,1.905238032,1.911659956,1.713504672,1.762721658,1.414090037,1.426764488,1.204264045,4.903642654
3291.5,2.628182888,0.740106404,0.753144443,1.451162219,1.472722411,3.194669008,3.250192404,4.937342644,0.395383447,2.614173889,1.232367873,1.922607064,1.928857088,1.7262429,1.775953889,1.423739195,1.435922146,1.212609887,4.936370373
3292,2.656802416,0.729367673,0.74247849,1.426971912,1.448540211,3.138431072,3.192686796,4.964003563,0.396728218,2.642744541,1.242205739,1.939162135,1.945715785,1.740628839,1.791028142,1.434718728,1.447374344,1.222199917,4.96397543
3292.5,2.68777442,0.718674421,0.731547356,1.403246999,1.424517632,3.084280014,3.137819767,4.989882469,0.398084164,2.673721075,1.251246214,1.956933498,1.963830471,1.754730105,1.805398941,1.445052981,1.457872152,1.231057167,4.992191315
3293,2.721176386,0.709448755,0.72225976,1.3822155,1.403622746,3.034594774,3.087278843,5.017241001,0.400578529,2.706949711,1.262811065,1.976694345,1.983857393,1.771780729,1.822951198,1.45817256,1.471068025,1.242395997,5.020819187
3293.5,2.747938633,0.697555006,0.710290909,1.356565475,1.377672315,2.975146294,3.026862383,5.024940491,0.401617736,2.733962297,1.269989014,1.991508722,1.998843312,1.78350091,1.834778309,1.466407299,1.479598522,1.249618769,5.030341625
3294,2.783534288,0.689035654,0.701544106,1.336539268,1.357299209,2.92730546,2.978115559,5.046850681,0.404114455,2.769095898,1.280809641,2.012419939,2.019650459,1.799820304,1.851853371,1.478999376,1.492332935,1.260344386,5.053783417
3294.5,2.813868999,0.678585291,0.691035986,1.313286066,1.333959103,2.872965336,2.922978878,5.051733971,0.406001061,2.799411297,1.290662646,2.028906107,2.036920547,1.814830899,1.867143393,1.490193248,1.503834605,1.269894481,5.060386658
3295,2.850139141,0.670497537,0.682632267,1.293765068,1.314023972,2.826452971,2.875555277,5.064685822,0.40904364,2.835739136,1.300740242,2.05035758,2.058061123,1.830501318,1.883058429,1.501989484,1.515675187,1.280101776,5.075601578
3295.5,2.878631115,0.659638941,0.671858788,1.269954324,1.289957404,2.770276546,2.818073273,5.055101871,0.410869956,2.864206791,1.309767485,2.065414906,2.073589802,1.844480634,1.89722383,1.51194036,1.526252031,1.288740277,5.067591667
3296,2.91672945,0.651714146,0.66376406,1.251420736,1.270570159,2.725205421,2.772022247,5.059207439,0.414302111,2.901971817,1.319787383,2.087279797,2.095424652,1.860044837,1.913063645,1.523372293,1.537995696,1.298680663,5.074457645
3296.5,2.950635433,0.642968833,0.654841542,1.230848074,1.249815345,2.676291227,2.721972942,5.050978184,0.417140663,2.93596983,1.33145082,2.106149435,2.114670515,1.877899885,1.931481719,1.536529779,1.551578522,1.310028911,5.067790031
3297,2.985470057,0.634237945,0.645819962,1.210539222,1.228907943,2.628216982,2.672962904,5.037593365,0.419982046,2.970963001,1.339595079,2.125575781,2.133934021,1.890979528,1.945002675,1.545968294,1.561099648,1.318000436,5.056984901
3297.5,3.020739794,0.625833094,0.637497902,1.190684676,1.208853245,2.5806427,2.624647856,5.020710945,0.422962517,3.005949974,1.350418925,2.144938707,2.153220654,1.908084273,1.962438107,1.558859825,1.573918581,1.328969598,5.041452885
3298,3.058141708,0.617887914,0.629311264,1.171465993,1.189314961,2.535250425,2.578588247,5.001448631,0.426348835,3.043222427,1.359941959,2.165317535,2.174203157,1.923304915,1.978082299,1.569901824,1.585342288,1.338268638,5.024289608
3298.5,3.097819567,0.61109823,0.622153401,1.154328823,1.171705008,2.493045092,2.5353899,4.982547283,0.430543959,3.082560062,1.371826172,2.187444925,2.196160555,1.941718578,1.996847868,1.583715439,1.599087,1.350217938,5.006882191
3299,3.131780863,0.602408886,0.613052845,1.133567452,1.150540829,2.444200039,2.485380173,4.9449687,0.433350056,3.116339684,1.380219221,2.205554485,2.214253902,1.954713464,2.010467052,1.592677951,1.608918309,1.357898235,4.971606255
3299.5,3.17348361,0.595935404,0.606629908,1.117175698,1.133406281,2.403737307,2.444039583,4.918710232,0.437891811,3.15773201,1.391228914,2.228714228,2.236885786,1.972532034,2.028375626,1.606114149,1.621573687,1.369410396,4.947571278
3300,3.212640524,0.588297963,0.598945916,1.098685026,1.114783168,2.359945774,2.39944005,4.880527496,0.441500247,3.19658494,1.402433634,2.249724627,2.258040428,1.989643335,2.046455622,1.618479967,1.634837389,1.379890442,4.911240578
3300.5,3.254234076,0.58221662,0.592659652,1.082292676,1.097929478,2.32029295,2.358824968,4.844887733,0.446189404,3.238113403,1.412441373,2.272627354,2.280324936,2.0063622,2.063056231,1.630706072,1.646451831,1.39016211,4.877541542
3301,3.291615725,0.574726522,0.584835351,1.063094974,1.078785658,2.275500298,2.31283474,4.794850826,0.449555993,3.275540829,1.422586203,2.292577744,2.300115824,2.022067785,2.079990387,1.641767621,1.658396482,1.399540544,4.828471661
3301.5,3.336166382,0.569286823,0.578919411,1.047789216,1.062871218,2.238233566,2.27476263,4.754182816,0.454491019,3.319681883,1.433251619,2.316437483,2.3238132,2.039682627,2.097854137,1.654799342,1.670883536,1.410660863,4.789841652
3302,3.379230738,0.56304419,0.57256037,1.030906558,1.045926929,2.198550463,2.234099865,4.705813885,0.458662242,3.362642527,1.445283532,2.339499235,2.346906662,2.058396101,2.117668152,1.668342113,1.68518126,1.422180772,4.742589951
3302.5,3.420749187,0.557318091,0.566470087,1.014668345,1.029118776,2.159325123,2.194353104,4.652579784,0.46315214,3.404280424,1.45455575,2.361259699,2.368629932,2.074072599,2.133621216,1.679710269,1.696145654,1.431810021,4.690862179
3303,3.464719772,0.551651716,0.56033206,0.998048127,1.012272239,2.12019515,2.154235363,4.597383499,0.467461914,3.447968006,1.465279698,2.383924246,2.391415596,2.091645718,2.152208567,1.692207813,1.708869576,1.442344189,4.636646748
3303.5,3.511291027,0.546966016,0.55526942,0.983277977,0.996885598,2.084621906,2.118362427,4.544831753,0.472296178,3.494270563,1.477274537,2.408335924,2.416089535,2.110708714,2.171956539,1.706131697,1.722829223,1.454234362,4.58523941
3304,3.557611704,0.542070091,0.550173104,0.968206346,0.981514394,2.048645735,2.081377268,4.487890244,0.477095217,3.540397882,1.488351107,2.432929993,2.440490246,2.128994703,2.191072226,1.719219327,1.735840201,1.465097189,4.529111862
3304.5,3.601632595,0.537077963,0.544742048,0.952417135,0.965619385,2.011379719,2.043336868,4.425076008,0.481471092,3.584451199,1.498888373,2.455519438,2.463362455,2.1461308,2.209110737,1.731458902,1.748199105,1.475415707,4.466841221
3305,3.649907351,0.532690883,0.540035725,0.937795043,0.950647771,1.976851702,2.008166552,4.365211964,0.486537129,3.632424593,1.509574413,2.480377674,2.488188505,2.164460421,2.22814393,1.744451046,1.760963559,1.486137629,4.407908916
3305.5,3.700852394,0.528905988,0.536047399,0.923902214,0.936877072,1.943896413,1.974538565,4.306529522,0.491777837,3.683143377,1.522536874,2.506788969,2.515058517,2.185383081,2.249950647,1.759712934,1.77647984,1.499027848,4.349707127
3306,3.747932196,0.524847865,0.531550109,0.909465492,0.922052205,1.909718513,1.939446688,4.241818905,0.496743858,3.730347633,1.532572508,2.530915499,2.538945198,2.202842712,2.267929792,1.771661162,1.788683176,1.508927345,4.285467148
3306.5,3.797026873,0.520921111,0.527440727,0.895018637,0.907678902,1.875550389,1.904513121,4.176328182,0.501463711,3.779513359,1.543759465,2.556017399,2.564351559,2.221699953,2.287316084,1.784729719,1.801979899,1.519868851,4.219790936
3307,3.849345446,0.517736375,0.52414608,0.882141411,0.894096494,1.844115019,1.87275064,4.114082813,0.507075787,3.8313241,1.555896401,2.582402945,2.591012239,2.2421875,2.308640718,1.799114823,1.81649065,1.531605124,4.158011436
3307.5,3.902977943,0.514922261,0.5211218,0.869206309,0.881351829,1.813004255,1.841053843,4.051737785,0.512987256,3.885079622,1.568148613,2.610144854,2.619139194,2.262898445,2.329735994,1.81381011,1.831006527,1.543807268,4.095562458
3308,3.95230937,0.511513591,0.517430961,0.855683446,0.867138088,1.780712962,1.808212876,3.98400259,0.518051147,3.934547663,1.579027295,2.635232687,2.643840075,2.281672955,2.349452019,1.826750398,1.844485283,1.554477811,4.027696133
3308.5,4.006369591,0.508767426,0.514609754,0.843029737,0.854256809,1.749856114,1.776630998,3.918530703,0.523575366,3.988564253,1.589995146,2.662808418,2.671519995,2.301109791,2.36920619,1.840167642,1.857554078,1.565501809,3.961884499
3309,4.062778473,0.506605685,0.51223284,0.831040502,0.84169513,1.721122146,1.747508168,3.856382847,0.529246628,4.044519424,1.603930354,2.691431046,2.700362206,2.324068069,2.393118858,1.856305957,1.874380708,1.578896999,3.899996758
3309.5,4.118125916,0.504503846,0.510073185,0.818900943,0.82957679,1.691578746,1.717445254,3.791243792,0.535354197,4.099812984,1.614781141,2.71969676,2.728855371,2.343770266,2.413108349,1.869656563,1.887529016,1.590020537,3.834897041
3310,4.171626568,0.502205372,0.507581532,0.806202531,0.816431761,1.661602378,1.686698556,3.724432468,0.540258229,4.15329504,1.62690115,2.746554852,2.755802155,2.364233494,2.434687614,1.883774042,1.902365565,1.601428628,3.768051386
3310.5,4.230079651,0.501195967,0.50624752,0.794825077,0.804849505,1.633972049,1.658199072,3.661318064,0.546692431,4.211344242,1.638441324,2.7758286,2.785563469,2.384965658,2.456353664,1.898259282,1.916081309,1.613021851,3.704444408
3311,4.29033041,0.500019908,0.504904628,0.783600092,0.793602645,1.607098818,1.630707622,3.600390434,0.552580953,4.271130085,1.652767897,2.806368828,2.816335678,2.409021616,2.481499195,1.91501236,1.933571577,1.626560211,3.643477917
3311.5,4.347308636,0.499125928,0.503513217,0.772292852,0.78183043,1.579344988,1.602461219,3.536008358,0.558644652,4.328008175,1.663522482,2.835585833,2.845430374,2.428873062,2.502169371,1.928674102,1.946757555,1.637522221,3.578537703
3312,4.404515266,0.497867197,0.502220452,0.76055795,0.770278335,1.551431179,1.573859811,3.471559525,0.564337969,4.385165215,1.675625682,2.864267111,2.874406576,2.450425386,2.524385452,1.94316864,1.961797476,1.649051666,3.513735056
3312.5,4.46912384,0.497931868,0.502119303,0.750892282,0.760182977,1.526875615,1.548873544,3.413758755,0.571109116,4.448949337,1.689070106,2.897494555,2.907787561,2.474605322,2.549364567,1.959813952,1.978230596,1.662647963,3.455318451
