10.00000000	-11.74335011	11.80408587
10.10000000	-1.67361323	16.68674706
10.20000000	4.84846797	19.94802518
10.30000000	7.96740791	20.60496544
10.40000000	-10.85428927	34.49489899
10.50000000	-3.90792599	29.04960855
10.60000000	-0.56072854	3.19029006
10.70000000	3.75400121	19.52215809
10.80000000	4.34760431	25.86092882
10.90000000	-0.05914868	18.36061830
11.00000000	-5.42340436	19.69805368
11.10000000	-12.81522733	18.34266711
11.20000000	1.18901223	14.25667434
11.30000000	18.99347388	11.66896177
11.40000000	-5.14322148	19.90508436
11.50000000	-5.12849228	20.95517094
11.60000000	-17.25882236	27.13627068
11.70000000	-26.62238474	7.64961674
11.80000000	-11.88517878	26.84105662
11.90000000	-1.03011197	32.69123956
12.00000000	2.31052117	12.78271218
12.10000000	6.17485915	8.51704636
12.20000000	1.31836370	7.25739893
12.30000000	-4.92471903	14.84117488
12.40000000	9.72554698	10.60224063
12.50000000	-7.41951149	27.01872735
12.60000000	-15.42334699	15.72796160
12.70000000	-14.99465636	12.46213520
12.80000000	-25.53853222	2.05191466
12.90000000	-19.13050866	2.79262282
13.00000000	-22.92134737	11.82036622
13.10000000	-29.61018730	13.65981864
13.20000000	-27.59880537	8.75954531
13.30000000	-18.99656610	13.65403328
13.40000000	-14.90583194	21.02075285
13.50000000	-16.88514806	18.21123966
13.60000000	-26.59952337	16.88906966
13.70000000	-20.90864743	4.03233774
13.80000000	-15.25598926	3.08923287
13.90000000	-4.08101493	1.97608557
14.00000000	-9.61824165	2.10997945
14.10000000	-24.24728773	-7.60462853
14.20000000	-8.73733402	2.19905390
14.30000000	-13.04377630	11.58201522
14.40000000	-17.77360710	10.38072760
14.50000000	-13.39366106	-9.61262911
14.60000000	-14.67805895	-3.15454482
14.70000000	-14.47094099	-13.65110482
14.80000000	-16.49906895	11.93864036
14.90000000	-18.41724042	5.68563359
15.00000000	-8.35050342	9.57648431
15.10000000	-28.38835389	-5.06534395
15.20000000	-20.81669679	-12.67643149
15.30000000	2.79600520	-14.85155554
15.40000000	-11.08905822	-20.57732872
15.50000000	-7.93658685	-20.94032518
15.60000000	-12.35477013	-14.45114214
15.70000000	-23.14087473	-5.48270259
15.80000000	-12.63594590	-8.91650923
15.90000000	-4.51204924	-10.67064220
16.00000000	-10.54006012	16.05523474
16.10000000	-40.26691497	-21.95436602
16.20000000	-14.65986493	3.08231528
16.30000000	-11.90860920	-22.76752617
16.40000000	-12.19940988	22.74108105
16.50000000	-3.20126721	-20.28224748
16.60000000	-2.03561406	-2.28154895
16.70000000	-18.75577882	-10.05886130
16.80000000	-6.04887448	-12.64201596
16.90000000	-8.62721773	-8.36250227
17.00000000	-12.08099580	-6.66569634
17.10000000	-2.68008811	-7.18368166
17.20000000	-9.61928582	-2.41780996
17.30000000	4.93959127	-4.95347542
17.40000000	-12.03149390	-14.98211107
17.50000000	-2.75452908	4.98308737
17.60000000	4.91854879	-10.34322461
17.70000000	-8.35516258	-9.61436944
17.80000000	-7.37663423	-1.78788497
17.90000000	-8.15463072	-7.12779177
18.00000000	7.18507286	-1.85268775
18.10000000	1.70458561	-9.30673800
18.20000000	-5.41675629	-1.30714257
18.30000000	-7.39031773	-3.91962879
18.40000000	1.16923340	-8.08248375
18.50000000	-3.63007378	-4.55857371
18.60000000	1.69597042	-11.98698843
18.70000000	1.99617962	-6.20270224
18.80000000	-8.55085399	-9.19055388
18.90000000	-0.37020034	0.17185739
19.00000000	4.81971595	-15.66498903
19.10000000	-7.02283823	-5.60743996
19.20000000	3.46947453	-4.18169196
19.30000000	-3.76177312	-12.44818516
19.40000000	-3.47067766	-5.38653394
19.50000000	-2.87735829	-1.18718502
19.60000000	1.92341157	-14.02009682
19.70000000	-3.82923718	-7.84141329
19.80000000	-4.09149992	-10.44312319
19.90000000	-5.78588451	-4.28007683
20.00000000	1.54837688	1.81814297
20.10000000	0.06066489	-9.59979733
20.20000000	-2.25669316	-8.15107106
20.30000000	-3.11225837	-6.42803725
20.40000000	-0.65317924	-2.98030198
20.50000000	0.73570086	-8.11915974
20.60000000	-1.92741478	-6.24982229
20.70000000	-2.58532371	-9.15461568
20.80000000	-3.70760167	-7.80710564
20.90000000	-0.08500072	-5.11176473
21.00000000	-2.04791668	-6.18041009
21.10000000	-1.06695211	-6.34987998
21.20000000	-1.89590567	-4.88927520
21.30000000	1.62602912	-6.62236870
21.40000000	2.39334740	-11.22127530
21.50000000	-3.76767358	-8.13617434
21.60000000	-2.11520794	-4.50568458
21.70000000	4.38339478	-7.57650318
21.80000000	-5.82796692	-8.61195682
21.90000000	-2.69934646	-2.62358473
22.00000000	2.40207558	-6.88177775
22.10000000	-0.29002660	-6.32279876
22.20000000	0.09876680	-7.65529091
22.30000000	-1.69404746	-6.80562533
22.40000000	-1.43856463	-5.39362678
22.50000000	-0.34296596	-5.74879717
22.60000000	2.01898103	-6.08318881
22.70000000	-2.46636975	-10.03352784
22.80000000	-1.93235121	-4.96388293
22.90000000	0.42952606	-4.70626732
23.00000000	-0.66030624	-6.58467173
23.10000000	-0.72508433	-7.03039001
23.20000000	-0.58103258	-5.73883569
23.30000000	-0.08841474	-8.39414048
23.40000000	-2.44919727	-5.65727356
23.50000000	-1.30128788	-5.48324979
23.60000000	0.56784246	-6.23740960
23.70000000	2.00525706	-7.75176296
23.80000000	-4.53083268	-6.54990834
23.90000000	0.25088306	-3.14892604
24.00000000	1.32724633	-6.88199696
24.10000000	-2.02015291	-7.09858790
24.20000000	0.03266572	-4.24991971
24.30000000	-0.47262305	-6.83494141
